,Date,Contract Strike,Close,exp,price,vol,runtime
0,2023-10-20 09:30:00-04:00,426.0,425.510009765625,0.08333333333333333,3.72,0.062050781249999326,1663000
1,2023-10-20 09:30:00-04:00,426.0,425.510009765625,0.16666666666666666,8.6,0.10095703124999944,1560000
2,2023-10-20 09:30:00-04:00,426.0,425.510009765625,0.25,11.48,0.10517578124999946,1539000
3,2023-10-20 09:30:00-04:00,426.0,425.510009765625,0.3333333333333333,14.62,0.11349609374999947,1562000
4,2023-10-20 09:32:00-04:00,426.0,425.5,0.08333333333333333,3.72,0.06216796874999933,1532000
5,2023-10-20 09:32:00-04:00,426.0,425.5,0.16666666666666666,8.6,0.10107421874999944,1533000
6,2023-10-20 09:32:00-04:00,426.0,425.5,0.25,11.48,0.10523437499999946,1806000
7,2023-10-20 09:32:00-04:00,426.0,425.5,0.3333333333333333,14.62,0.11355468749999947,1724000
8,2023-10-20 09:34:00-04:00,426.0,425.931884765625,0.08333333333333333,3.72,0.056894531249999325,1585000
9,2023-10-20 09:34:00-04:00,426.0,425.931884765625,0.16666666666666666,8.6,0.09732421874999944,1531000
10,2023-10-20 09:34:00-04:00,426.0,425.931884765625,0.25,11.48,0.10207031249999945,1520000
11,2023-10-20 09:34:00-04:00,426.0,425.931884765625,0.3333333333333333,14.62,0.11080078124999948,1526000
12,2023-10-20 09:36:00-04:00,427.0,426.1400146484375,0.08333333333333333,3.72,0.06615234374999934,1538000
13,2023-10-20 09:36:00-04:00,427.0,426.1400146484375,0.16666666666666666,8.6,0.10376953124999946,1531000
14,2023-10-20 09:36:00-04:00,427.0,426.1400146484375,0.25,11.48,0.10746093749999946,1543000
15,2023-10-20 09:36:00-04:00,427.0,426.1400146484375,0.3333333333333333,14.62,0.11548828124999949,1864000
16,2023-10-20 09:38:00-04:00,426.0,425.8515930175781,0.08333333333333333,3.72,0.05789062499999933,2036000
17,2023-10-20 09:38:00-04:00,426.0,425.8515930175781,0.16666666666666666,8.6,0.09802734374999944,2068000
