,Date,Contract Strike,Close
9742,2023-10-20 09:30:00-04:00,426.0,425.510009765625
9743,2023-10-20 09:32:00-04:00,426.0,425.5
9744,2023-10-20 09:34:00-04:00,426.0,425.931884765625
9745,2023-10-20 09:36:00-04:00,427.0,426.1400146484375
9746,2023-10-20 09:38:00-04:00,426.0,425.8515930175781
9747,2023-10-20 09:40:00-04:00,427.0,426.4150085449219
9748,2023-10-20 09:42:00-04:00,427.0,426.2799987792969
9749,2023-10-20 09:44:00-04:00,426.0,425.6200866699219
9750,2023-10-20 09:46:00-04:00,427.0,426.0199890136719
9751,2023-10-20 09:48:00-04:00,427.0,426.2699890136719
9752,2023-10-20 09:50:00-04:00,426.0,425.6499938964844
9753,2023-10-20 09:52:00-04:00,426.0,425.1697998046875
9754,2023-10-20 09:54:00-04:00,426.0,425.6000061035156
9755,2023-10-20 09:56:00-04:00,426.0,425.4599914550781
9756,2023-10-20 09:58:00-04:00,426.0,425.0899963378906
9757,2023-10-20 10:00:00-04:00,426.0,425.32000732421875
9758,2023-10-20 10:02:00-04:00,426.0,425.04998779296875
9759,2023-10-20 10:04:00-04:00,425.0,425.0
9760,2023-10-20 10:06:00-04:00,425.0,424.5199890136719
9761,2023-10-20 10:08:00-04:00,425.0,424.5199890136719
9762,2023-10-20 10:10:00-04:00,424.0,423.82000732421875
9763,2023-10-20 10:12:00-04:00,424.0,423.7900085449219
9764,2023-10-20 10:14:00-04:00,424.0,423.8500061035156
9765,2023-10-20 10:16:00-04:00,424.0,423.760009765625
9766,2023-10-20 10:18:00-04:00,424.0,423.739990234375
9767,2023-10-20 10:20:00-04:00,424.0,423.5
9768,2023-10-20 10:22:00-04:00,424.0,423.6018981933594
9769,2023-10-20 10:24:00-04:00,424.0,423.6099853515625
9770,2023-10-20 10:26:00-04:00,424.0,423.5101013183594
9771,2023-10-20 10:28:00-04:00,424.0,423.3699951171875
9772,2023-10-20 10:30:00-04:00,424.0,423.0150146484375
9773,2023-10-20 10:32:00-04:00,424.0,423.4200134277344
9774,2023-10-20 10:34:00-04:00,424.0,423.7699890136719
9775,2023-10-20 10:36:00-04:00,424.0,423.29998779296875
9776,2023-10-20 10:38:00-04:00,424.0,423.0589904785156
9777,2023-10-20 10:40:00-04:00,424.0,423.05999755859375
9778,2023-10-20 10:42:00-04:00,423.0,422.8800048828125
9779,2023-10-20 10:44:00-04:00,423.0,422.7799987792969
9780,2023-10-20 10:46:00-04:00,423.0,422.8299865722656
9781,2023-10-20 10:48:00-04:00,424.0,423.25
9782,2023-10-20 10:50:00-04:00,423.0,422.7850036621094
9783,2023-10-20 10:52:00-04:00,423.0,422.8800048828125
9784,2023-10-20 10:54:00-04:00,423.0,422.67498779296875
9785,2023-10-20 10:56:00-04:00,423.0,422.5199890136719
9786,2023-10-20 10:58:00-04:00,423.0,422.4090881347656
9787,2023-10-20 11:00:00-04:00,423.0,422.8699951171875
9788,2023-10-20 11:02:00-04:00,423.0,422.8598937988281
9789,2023-10-20 11:04:00-04:00,423.0,422.9200134277344
9790,2023-10-20 11:06:00-04:00,424.0,423.05999755859375
9791,2023-10-20 11:08:00-04:00,423.0,422.95001220703125
9792,2023-10-20 11:10:00-04:00,423.0,422.82501220703125
9793,2023-10-20 11:12:00-04:00,423.0,422.7392883300781
9794,2023-10-20 11:14:00-04:00,423.0,422.7598876953125
9795,2023-10-20 11:16:00-04:00,423.0,422.44989013671875
9796,2023-10-20 11:18:00-04:00,423.0,422.5
9797,2023-10-20 11:20:00-04:00,423.0,422.3500061035156
9798,2023-10-20 11:22:00-04:00,423.0,422.21990966796875
9799,2023-10-20 11:24:00-04:00,423.0,422.19000244140625
9800,2023-10-20 11:26:00-04:00,423.0,422.2300109863281
